,0,1
145,5,"""I can't believe the power, versatility, and the attention from others"""
146,5,"""As someone who writes software, and attends school full time as a law student, this computer does it all"""
147,4,"""If your using this computer strictly for the internet there are advantages and disavantages it is not good with aol just like all macs thats all i can say"""
148,4,"""Its a little heavy but the handle is very supportive and trusty"""
149,4,"""the speed is preety fast"""
150,4,"""It does not come with games such as solitare or anything that would come with an ibm comp"""
151,4,"""and its a little unconvienent looking for software in mac all the time"""
152,4,"""But jsut like all laptops u must be very careful with the charger ive broken mine previously without even being rough and they are exspensive to replace"""
153,5,"""Granted, you will need to up the ram"""
154,5,"""Some programs haven't come to mac yet, but I seem to like the programs that mac has better - for example, itunes rules"""
155,5,"""Apple builds an excellent laptop (it's really eye-catching, and sturdy), and when you compare the two, there's no reason to get a PC laptop, in my view (though tons of people still do)"""
156,5,"""Its capabilities are outstanding, the build quality is exceptional, the design is stunningly clean and efficient"""
157,5,"""This is a do anything, be anything computer that you can proudly use in just about any setting, for almost any computing task you can imagine"""
158,5,"""Also, the iBook is roughly half the price"""
159,5,"""OS X aquaface is absolutely stunning, and all the new products for OS X such as Microsoft X, Acrobat 5, are 10 X better to look at than their predacesors of OS 9"""
160,5,"""I can't wait for Photoshop in OS X"""
161,5,"""Oh, the second one purchased is my husbands (a die hard Windows user)"""
162,5,"""I recommend getting some extra RAM anywhere online, very easy to install yourself"""
163,5,"""Surpasses all of its price and tech counterparts"""
164,5,"""1_2 GHz pentium) and 128 MB RAM, this little computer is a deceptive powerhouse"""
165,5,"""Portability, durability, and ease of use are the traditional accolades for Mac laptops, but this one is the first to pack real value"""
166,5,"""If you are trying to decide between this ibook and the more expensive powerbook, go for this one"""
167,5,"""This is a laptop that you can take everywhere an there's no need to fear a few bumps or knocks because this ibook seems pretty sturdy"""
168,5,"""The iBook was supposed to be a temporary fix, until a G5 desktop came out"""
169,5,"""I do graphics, and the 12 ' screen is not hard to deal with"""
170,5,"""The extra cable, from Apple, lets me hook up to a TV, stereo, or projector"""
171,5,"""I hope the next iBook I get will let me have an additional screen, instead of mirroring"""
172,5,"""Since the iBook only has one RAM slot, you may want to do that on ordering"""
173,5,"""However, you can get quality chips for less from other sources, and since it's a fairly simple install you can do it yourself in a few minutes"""
174,5,"""My digital camera mounts as an external hard drive"""
175,5,"""The design is sleek and elegant, yet the case can stand up to a good beating"""
176,5,"""Despite having a relatively small screen (12_1 ' diagonal) compared to some PC laptops, it still supports a full 1024 x 768 resolution at millions of colors"""
177,5,"""A few drawbacks are as follows:The internal CD burner is only 8x at this time, which is markedly slower than the 16x and 20x external FireWire burners available now"""
178,5,"""The iBook comes with only 128 mb of RAM, which is just barely enough for most things"""
179,5,"""The video memory in the iBook is only 8 mb, with a weak graphics controller as compared to what goes into the G4 desktops"""
180,5,"""As such, the iBook is only mediocre at gaming"""
181,5,"""The new iBook no longer has a built-in carrying handle, but Apple has managed to trim quite a bit of weight and bulk, making it a joy to use on a daily basis"""
182,5,"""I bought the one with a 20 GB hard drive, and I have since put an extra 256 MB memory in it"""
183,5,"""I have carried my ibook around in a ordinary bag, not a padded computer bag, for a week at at time, bumping about, with no ill effects, either on the computer or on my shoulder"""
184,5,"""I stand by what I said above, except that the hinge on the screen is giving me trouble now"""
185,5,"""The computer needs to warm up for a while before I can put the screen in its fully opened position"""
186,5,"""It has all the right ports, and appears to be made with quality in mind"""
187,5,"""The screen is exceptionally bright as well"""
188,5,"""My only two complaints: 1) The low-end model skimps horribly on the memory (for shame, Apple"""
189,5,"""2) The screen is a fairly miserly 12_1 inches, although it is active-matrix and high-resolution"""
190,5,"""I would definitely recommend this to anyone looking for a dependable computer at a cheap price"""
191,5,"""First and foremost for me, as a researcher and writer, is the incredible flexibility of the combined operating systems"""
192,5,"""And if you install Connectix' Virtual Windows, you can also run the best of the PC world for the average user, Windows 98"""
193,5,"""it gives me the option of writing a document that can easily be imported into many word processing programs, or writing a program of my own in the plain text option"""
194,5,"""everything about this computer is excellent, itunes, dvd player, cd burner, everything"""
195,5,"""i've already run out of space"""
196,4,"""With the combination of size, ruggedness, expandability, and performance that Apple squeezed into the latest iBook, it's darn near the perfect laptop"""
197,4,"""It's a very nice good performer with the 500 MHz G3 processor"""
198,4,"""DVD playback performance is good, with minimal skipping (I haven't done too much playback thus far)"""
199,4,"""And the 12_1 ' display is razor-sharp"""
200,4,"""The iBook will work with the lid shut when mirrored"""
201,4,"""The only shortcoming comes when stressing the system heavily (for instance, with the included MacOS X 10_0"""
202,4,"""Unfortunately, Apple is caught between a rock and a hard place in this regard - with G4 processors constrained in speed (to 500 MHz max on their Powerbook Titanium), it'd complicate things to have the iBook running at the same exact clock rate (despite the older G3)"""
203,4,"""A larger hard drive as standard equipment would be nice, too - most Wintel vendors make the hard drive easy to swap out (even in lower-cost models), whereas the iBook requires a full disassembly to do the same"""
204,4,"""All in all, I'd strongly recommend the 2001 iBook to anyone looking for maximum portability for a very competitive price"""
205,4,"""The only thing holding me back from giving 5 stars is the slow system bus - hopefully the improved performance planned for MacOS X 10_1 will compensate for it"""
206,5,"""The design gives people reason to look it over one or twice"""
207,5,"""While I haven't really needed to work in OSX that much, the speed currently seems to be better under OS9 anyway"""
208,5,"""I should have learnt more about battery life before mine gave up the ghost after just a year"""
209,5,"""I should not have spilt coffee over the keyboard a few months ago"""
210,5,"""I'll be sorry to see it go when I upgrade this year, or next"""
211,5,"""For the record, mine has Celeron and has had no permanent compatibility problems with any hardware that can be used with Windows 98"""
212,5,"""I love the keyboard"""
213,5,"""I have small hands, and I don't like having to pushdown too hard on keys, and this keyboard is ideal for me"""
214,5,"""The audio is great (I use my computer in lieu of my cd player now)"""
215,5,"""The design is both ergodynamic and attractive"""
216,5,"""Important keys are in accesible places"""
217,5,"""The design is simple, but utilitarian"""
218,5,"""The touch pad is definatly better than the mouse, and I have noticed that I type faster with my laptop's keyboard rather than my desktops"""
219,5,"""The first day I got this laptop I hooked up headphones to it, when i pulled them out the headphone jack on the laptop broke but I think that was just me pulling too hard"""
220,5,"""Overall I think this laptop is great but it is kinda thick and heavy"""
221,4,"""I actully have this model with a 15gig drive and mine came with the dvd player so not sure how it is really that much different"""
222,4,"""I have installed multiplayer games and it works great"""
223,5,"""It has a sturdy case of solid material, unlike the products made since 2008, that are made to fail after 5 years"""
224,5,"""Dell's XPI CD is my favorite laptop of all times"""
225,5,"""You can drag/click and drag/right-click across the whole screen without contorting your hands or wrists into carpal tunnel syndrome candidates"""
226,5,"""The keyboard is good, very good - good action on the keys, tactile feedback, and relatively easy to clean"""
227,5,"""== The Bad ==At 166 MHz and 64 MB max RAM, it's not suitable for anything past Win98 (I recommend the most recent Win95, if you have disks)"""
228,5,"""2_1 GB of storage doesn't leave room for much (this will not be your MP3 storage device)"""
229,5,"""I've never experienced significant problems except for the first machine, which was a nightmare (the Texas-based tech support misdiagnosed the problem on the first call and it took a half-dozen calls and about 30 hours of my time to get it right)"""
230,5,"""However, the company recognized they had sold me a lemon and eventually replaced the machine with a faster version, with more memory, upgraded the hard- and optical-drives"""
231,5,"""My only big complaint is the battery"""
232,5,"""I had to buy another mouse when I am at home, but the touchpad is much better than others I have used"""
233,5,"""Things I really like about this notebook:- Speed: 1 GHz"""
234,5,"""- Hard drive space: 20GB is huge for what I do"""
235,5,"""- Little scroll button: quite helpful"""
236,5,"""- Windows XP: Takes a while getting used to compared to Windows 98"""
237,5,"""- The stupid sticker that came on the screen: A bugger to get off, I still have a little stickiness on the screen"""
238,4,"""This is a great computer, the only flaw I can find is in the graphics card"""
239,4,"""If you want a laptop for gaming, this is not your laptop"""
240,4,"""(For serious portable gamers, try a Dell 8100 with a 16 or better yet a 32 MB NVidea Graphics card) If you want a nice reliable, speedy, desktop replacement, then this is the computer for you"""
241,4,"""The Athlon chip combined with the 256 MB of memory makes for a speedy response time"""
242,5,"""I bought mine as refurbished from Compaq Factory Outlet in February 2002 and I got more than I expected for the price"""
243,5,"""This is a good computer worth the money paid for it"""
244,5,"""(or buy a USB universal docker"""
245,5,"""the one I bought doesn't like the keyboard)"""
246,5,"""The additional free 256 MB of RAM offer seemed like a good deal but only to find out when the RAM arrived was that the 705US only has one slot for memory and it already had 256 MB"""
247,5,"""So now I have a second unusuable 256MB or RAM (anybody want to buy it)"""
248,5,"""and you might guess, after following the instructions to the letter, two months later, I'm still waiting on my starter kit"""
249,5,"""and that's after doing it online and mailing in the paperwork (online reguistration was suppose to speed things up)"""
250,4,""")The other is that in order to type in special characters using the integrated numeric keypad, I must hit Fn + NumLk, then the keystrokes required, then Fn + NumLk once again to turn off the keypad in order to again be able to use that part of the keyboard normally"""
251,4,"""Other computers allow the user just to type Fn and the required keystrokes without all the NumLk business, but this one suited my needs best, so I chose to overlook the flaw"""
252,4,"""I am reminded of it, however, every time I type up a French composition and need those accents"""
253,4,"""com), and the volume ones did not work (it had seemed) for the first week I used the computer"""
254,4,"""So aside from all that, the Compaq Presario 705US Notebook is a solidly built computer with a stable operating system, and both are a breeze to use"""
255,5,"""Note: this thing is great if it is plugged in, but not as good on battery"""
256,5,"""the touch pad is very easy to use and the keyboard takes time but is very easy to learn"""
257,5,"""the screen is awsome"""
258,5,"""i dont know what that guy was talking about the sticker on the screen, just be patient it came off with one pull and no sickie stuff on screen"""
259,5,"""do that all the preloaded stuff take us 1gb of hard drive space, but with 20gb that isnt alot"""
260,5,"""i bought a mouse to plug into so i dont have to the touch pad all the time"""
261,4,"""For this price, you get a great deal"""
262,4,"""And it is well worth the price"""
263,4,"""The only thing that I wish is that it had a cd rw, but you do pay for what you get and then some"""
264,4,"""Another piece of advies that I would recommend is that you SHOULD NOT BUY IT FROM EBAY OR ANY OTHER COMPANY THAT DOES NOT OFFER A RETURN POLICY"""
265,5,"""Toshiba marketing make NO menton whatsoever of it, but the unit uses the newer Tualatin P3 CPU"""
266,5,"""With a 133mhz FSB, and larger on-die cache, this is how the system can last as long as 3_5 hours on a single battery charge"""
267,5,"""This shows in the magnificent performance both in office applications and 3D gaming"""
268,5,"""Lastly, Windows XP :) The soothsayers say ' go for Pro, not home ' and I can see why"""
269,5,"""There are so many aspects to tweaking, it's like learning windows all over again"""
270,5,"""On the weight side, it is not a light piece of laptop, but then you save weight at the expense of features"""
271,5,"""I'm happy with the spec weight of around 3kg, which isn't a herculean load"""
272,5,"""The sound is normal for laptops, though I'm no expert, but then if you want great sound, you should look elsewhere"""
273,5,"""Just poke around the forum and you'll see them extent of customer support"""
274,5,"""Ever since NVidia announced the Geforce2 Go chip for laptops, I knew I had to get one"""
275,5,"""The video performed better than I expected, and I expected quite a bit"""
276,5,"""The only slowdowns I've seen are in Quake 3 when I turned all the settings up to full, but this will bring even a beefy desktop to its knees"""
277,5,"""At 1024x768 in 32-bit color with the defaults for texture quality and lighting, I couldn't notice any framedrop"""
278,5,"""I tried Max Payne at 1024x768 at 32-bit color and it was similarly very smooth"""
279,5,"""I HIGHLY recommend this computer if you're looking for a laptop to game on"""
280,5,"""The price is right too"""
281,5,"""The only thing I would have liked to have seen is scroll buttons to accompany the touchpad like some other notebooks have"""
282,5,"""They may be complaining simply out of lack of experience with many hard drives, or not used to a notebook where you're closer to it than a desktop and the louder fans may drown out the drive sounds"""
283,4,"""Don't believe the garbage about its maximum memory Toshiba Satellite 3005-S304 being 512k PC133"""
284,4,"""I have the Phoenix bois (never upgraded or flashed)and I put two 512k chips for a total of 1 gig of ram"""
285,4,"""Window XP recognizes the ram just fine and I have tested actual sustained ram load up into the 900k (well into the second 512k chip) No problems so far"""
286,4,"""If they made larger than 512k PC133 chips I would try them, however I have not been able to find them"""
287,5,"""for the price you get a good package"""
288,5,"""i just wanted to address the complaints about the HD noise"""
289,5,"""YES, the HD does make a click-klack noise when it is in use"""
290,5,"""Out of curiousity I have dB analyzed HDs outside of there metal casings and this noise is common and normal and not a sign of damage or soon-to-lose-data errors"""
291,5,"""So eventhough this is a noisy laptop HD, i don't think it is malfunctioning"""
292,5,"""I also knew that i could not get a comparable Laptop for the same price anywhere else"""
293,5,"""The graphics card is the icing on the cake"""
294,5,"""Relying on Dell customer service is a non issue with me"""
295,5,"""I fix all of my owncomputers"""
296,5,"""During that time I upgraded the Bios to AO8 and upgraded to 256 mb of RAM"""
297,5,"""Two years ago it would not power up and then the screenfailed so I went to eBay and bought the same machine that was just a shell witha working screen for 25 dollars"""
298,5,"""I don't know why so many people are dependent onothers to help them repair things in this day and age"""
299,5,"""It has an IR port I find very handy (I use it for printing - no cables) But, you must go into the BIOS and ""activate"" it first"""
300,5,"""The seller, though, is the screen"""
301,4,"""Lots of useful features sold me on this machine over Dell or Compaq - built-in CDRW and network connection are great"""
302,4,"""I can pull files off my old desktop unit and burn them to CD"""
303,4,"""The DVD drive is great"""
304,4,"""I was shocked by the quality of the picture"""
305,4,"""Of course, the sound isn't the best"""
306,4,"""Good price, too"""
307,5,"""The LCD screen is sharp, and much brighter than those I saw on Compaq"""
308,5,"""Importantly enough, it is an excellent IBM's customer support"""
309,5,"""T-series has 3-year warranty"""
310,4,"""The speed and ease of use make for a wonderful machine"""
311,4,"""It runs games reasonably well"""
312,4,"""games like maze"""
313,4,"""-- Designed for WAY more ram than other computers sold at the time of its manufacture"""
314,4,"""Simply putting old (sound) drive into a new enclosure and cloning it to the new unit"""
315,5,"""Multiple BSODs, and an OS that was about to quit forever"""
316,5,"""Since it was the display electronics and the system board (not the fixed disk) that imploded, I bought this unit with the hope of simply &#34"""
317,5,"""HOWEVER:I was able to get the T23 started one last time, then transfer all important data files to a flash drive"""
318,5,"""XP-Pro OS and a &#34"""
319,5,"""copy of Office 2007 on the shipped unit"""
320,5,"""Integrated WLAN radio in this unit (not available on the T23)"""
321,5,"""The 1_2 P3 is the ideal laptop processor, P4s are really unneccessary and consume a lot more power"""
322,5,"""The screen is bright and clear, although the SXGA resolution is taking some getting used to"""
323,5,"""I don't know who would need more than 48 gigs of hard drive space"""
324,5,"""The only thing it needs, or 2 things, are the CD-RW/DVD combo drive and at least 256MB ram"""
325,5,"""I got mine on [another website], manufacturer refurbished (so far as i can tell its brand new) for [cheaper price]"""
326,5,"""I have to say i don't think i'd pay [the price] for it though"""
327,4,"""Price is everything if you're considering one of these older Dell's in 2006"""
328,4,"""The screen is large and sharp"""
329,4,"""The keyboard is sized for real fingers, not little alien tentacles"""
330,4,"""Those other maligned ports on the Latitude (a SVGA, a serial, a parallel and a DIN mouse/keyboard) are actually pretty useful if you travel without tons of stuff, relying instead on whatever is in your destination's inventory - mice, external projectors, older printers"""
331,5,"""It has a PIII 650mhz, 12g HD, 256k ram, with a docking station"""
332,5,"""Sure compared to today's units, it takes longer to boot up and shut down but I can't complain"""
333,5,"""This laptop does not really have it all but then its dell the best CPU company there is so add accessorys and transform your dell to dell complete"""
334,4,"""use it for reports at work and home but it has ' play potential ' with more memory"""
335,4,"""If signal strength is good, the potential pf work play outside on a chaise lounge during warm months is worth the small price of admission for this used reconditioned system"""
336,4,"""The battery only lasts about 20 minutes now but I have an outdooe ground-fault outlet near an old gazebo that is live and safe"""
337,5,"""The only downside was that Microsoft Word and other programs weren't already installed but that's just the laziness in me not wanting to take the time to install it myself"""
338,5,"""If you can find a version of WINDVD what supports hardware decoding, they play DVD's BEAUTIFULLY, better than almost ANY LAPTOP I've ever owned"""
339,5,"""This is the only laptop with DVD quality on par with the IBM A22m"""
340,5,"""Only con is that you can only have EITHER a DVD/CDRW or Floppy, there isn't space for both"""
341,4,"""I have enjoyed this laptop except for the short battery life"""
342,4,"""And, I am not going to pay $250 for an extra battery"""
343,4,"""Now that I have vented about the short battery life I shall focus on what the laptop does have: just about everything else"""
344,5,"""I bought this laptop because it has a complete set of features including a DVD and CDRW combo drive"""
345,5,"""Since I use CDR for backups, and only burn full cd's it was a nice surprise"""
346,5,"""The only annoying thing about the system is it has windows XP on it, which in my mind is a down grade from win2K"""
347,5,"""Most of the default settings make the system totally wide open to hacking, viruses and trojans"""
348,5,"""The system doesn't quite have the battery life of the P3 version, but 30-60 minutes more of computing time per battery doesn't warrant 250 bucks more in my mind"""
349,5,"""The only thing you have to plug directly into the laptop is a modem line"""
350,5,"""It comes with Windows XP, which has been nothing but smooth and easy"""
351,5,""")If you need a floppy drive, you need to buy an external one, because the unit doesn't include one"""
352,5,"""You can also buy extension batteries, which will increase battery time from about 2 hours to about 7 (or so I've read)"""
353,5,"""note that this add-on battery goes into the docking station, not the laptop -- as such I can't see much use for it"""
354,5,"""I also bought a USB hub, which has made things much easier"""
355,5,"""Second, the arrow and text edit keys are in a slightly awkward configuration, and they are smaller than the other keys (except the F keys)"""
356,5,"""They definitely slow down one's typing, especially the edit keys"""
357,5,"""I have had the machine freeze up, and when I manually restart, it just shows an HP logo and doesn't move on to the BIOS"""
358,5,"""The 700mhz Pentium III outperforms my 1_5ghz Pentium 4 on it's best day and the design (cosmetic and functional) is superb"""
359,5,"""I could go on all night as the bundled software isn't to be scoffed at either"""
360,5,"""The only reason I gave it a glance was the ' Thinkpadesque ' Finger Mouse Control instead of a Mouse Pad (which I adhore)"""
361,5,"""Once I also had to do a hard reset but that was also not a problem"""
362,5,"""All of this considering I upgraded to XP Pro and put on much software is fantastic"""
363,5,"""If you don't try this machine before dropping [money]+ you're doing yourself a disservice"""
364,5,"""It is your money"""
365,5,"""For the price this laptop is superb"""
366,5,"""I have only used business grade laptops (IBM and Toshiba) in the past and this one performs just as well and it comes with many more useful features (CDRW and DVD)"""
367,5,"""I was looking for a home laptop for about a year and was about ready to pluck down [money] for what I wanted, and then this came along, I'm so glad I couldn't make up my mind"""
368,5,"""I will not buy a laptop if it has a track ball or mouse pad"""
369,4,"""My main use for this computer (gameplaying, DVD watching, CD player) is probably not the ideal use for a laptop"""
370,5,"""This laptop is perfect for small businesses, students, and home use as well, as long as you don't plan doing a lot of multimedia"""
371,5,"""If you want to do multi media get a desktop with a bigger hard drive"""
372,5,"""If you want a good reliable computer that you can travel with, send e-mail, or just do basic computer functions this is a wonderful computer that will surely please you"""
373,4,"""The only reason I say this is because of it's weight"""
374,5,"""It turned out to be a great buy for the money for me"""
375,5,"""THe s-video connector provides for better picture quality than the RCA connector on many of the comparable machines"""
376,5,"""As an OS junkie, I had to set it up to dual boot with Linux"""
377,4,"""The display is awesome and the PIII rocks at 1_13 Gz"""
378,4,"""The Floppy drive that comes with the 2710 cannot be used Externally"""
379,4,"""The recovery disk works only when you boot with the disk on the DVD drive"""
380,4,"""Took me two hours to figure this out, the customer support was totally clueless"""
381,4,"""Almost all hardware need specific drivers, including the display"""
382,4,"""The display["""
383,5,"""The quality, workmanship, and features for the ""end of the model"" production price"""
384,5,"""Not to mention the 1_13 Pent III speed"""
385,5,"""--you want the P-4M and have a battery life of about an hour"""
386,5,"""-- This beautiful machine has a battery life of about 3_5 hours"""
387,5,"""Now, if you plan to do some serious traveling- this model may be a bit too heavy to be lugging around"""
388,4,"""For those shopping by spec, for some reason the LCD specs are messed up in many sources, including Amazon currently"""
389,4,"""The screens are 1400 x 1050"""
390,5,"""A lot of people don't like the swappable floppy drive but I think its better"""
391,5,"""For Windows XP"""
392,4,"""I playcd's on my desktop all the time and it sounds great but it doesn't sound so good on the laptop"""
393,5,"""I had the CMOS battery run down last week after over three years of use, but replacements are easy and cheap to find - check on here or eBay"""
394,5,"""If you need a laptop but don't need or want the so-called ""latest and greatest"" bleeding-edge stuff and want something well-designed and sturdy instead, get one of the Thinkpad series"""
395,5,"""The quality of construction of the 600E is impeccable"""
396,5,"""The keyboard is simply the best of any notebook computer I have used"""
397,5,"""The Trackpoint device, patented by IBM, is the best on-keyboard mouse device yet devised"""
398,4,"""Look dont let this price deceive you"""
399,4,"""But I wont lie, for this price I wouldnt pass it up"""
400,4,"""Just dont expect windows to come with this so you might be spending another 200 bucks for the os but I wouldnt use windows anyways just try Linux"""
401,5,"""I got mine from this web site: bestfreeproducts"""
402,5,"""The computer arrived in good shape in about 4 days"""
403,5,"""I've been buying computers for 20 years, and I've never found such a good computer at such a low price"""
404,5,"""It is small enough that I can put it in my shoulder back (not with heavy books though) and take it to school"""
405,5,"""It may not be as fast (only have an Intel Celeron), but it can handle have 3 Word documents open, as well as the Internet"""
406,5,"""This also can double as an awesome DVD player at school or in the car"""
407,5,"""Don't be fooled by the price"""
408,5,"""I would recommend this machine to anyone looking for power and convenience at a very affordable price"""
409,5,"""you get an Intel Celeron 1_13GHZ processor"""
410,5,"""The DVD worked fine using only 16mb of video"""
411,5,"""Sound is not the greatest but certainly acceptable for laptop use, and there is a jack for headphones"""
412,5,"""Combo LAN/modem card also"""
413,5,"""I researched them all and for the money this is the way to go and I'm in no way disatified"""
414,5,"""(minus the fact that you can only add an external floppy drive"""
415,5,""")I was gonna get the zt1190 or zt1180 but read that alot of people were having problems with there screens"""
416,5,"""One thing is that the battery died after about 3 years"""
417,5,"""I has a lovely screen, good connectivity options, etc"""
418,5,"""The thing that sold me on it was the inclusion of S-Video output (for connection to my TV) and all the other features"""
419,5,"""However, if HP improved the sound output, this notebook could take the place of much of my home entertainment equipment"""
420,5,"""and 2) get a bigger hard drive - this was my fault, not HP's"""
421,5,""") on their build your own web site"""
422,5,"""One had the external audio jack placed in the front right side"""
423,5,"""If you're a right-handed person and have an audio cable attached, it interferes with the mouse"""
424,5,"""Also, one had a door covering the rear connectors that was hard to open and keep open while connecting external devices"""
425,5,"""Only negative is the limited software package"""
426,5,"""Aside from the bundled software, the HP zt1180 Pavilion notebook is an outstanding computer that will serve you well on the road or at home"""
427,4,"""You get all the features you want at a price you can afford without being worried if it's going to be completely obsolete within a couple of years"""
428,4,"""Headphones (front-left)"""
429,4,"""Easy access one-touch buttons, reset button (missing on most laptops)"""
430,4,"""Also the pointer touch pad has a scroll bar which makes it incredibly easy to scroll through documents (without having to try to make sure you stay on the right side of the pad)Downsides (things that made it a 4 instead of 5):There is no dedicated video memory"""
431,4,"""It is shared with the main memory at either 8, 16 or 32 megs"""
432,4,"""This doesn't really cause many problems with the system, but you may notice some slow down on really graphic intensive 3d games"""
433,4,"""When the fan comes on, it can be a little noisy, not too bad, but noticeable"""
434,4,"""They sound like typical laptop speakers, a bit tinny, little crackle-pops every so often, and no bass whatsoever"""
435,4,"""But you can get one for about 50, and the laptop comes with a 49_99 rebate on the drive if you buy one"""
436,4,"""I plan to buy a Numeric keypad, so it'll have to be USB"""
437,4,"""If you think you'll need a keyboard, you'll probably want to get a docking station anyway"""
438,4,"""Would have liked to have had 2 PC Card inputs"""
439,4,"""there's room for it where the one slot is, so I don't know why they didn't put in in"""
440,4,"""Consider the things I said, you can't beat this price with all these features"""
441,5,"""The display is smaller because the resolution is so high, but it is so crisp that you will adjust quickly"""
442,5,"""The software bundle that comes with the computer is limited, but beyond that, there is nothing that I haven't been able to do on this marvel of technology"""
443,4,"""The lockup issue can be fixed by a BIOS update, I had the same problem"""
444,4,"""It took to 18 months before I updated the BIOS, I did not know there a fix"""
445,5,"""This laptop comes with 10/100 NIC, so DSL connectivity is a snap"""
446,5,"""The price is very good considering all you get"""
447,5,"""If you are serious about buying a laptop and you want quality for a good price, then this is the laptop for you"""
448,5,"""The Sony software included is handy"""
449,5,"""warranty extension from Circuit City, so I don't feel any need to be concerned"""
450,5,"""Most importantly, the battery lasts the full three hours as promised in the manual"""
451,5,"""This is good for travel, even though it is heavy"""
452,5,"""I find that the included weight saver makes no sense if it only saves you 0_4 lbs"""
453,5,"""Performance on this laptop was a little slow when I first started using it, but after a few days of use it seems to speed up in performance"""
454,5,"""com's great price for it just adds more to the package"""
455,5,"""This Vaio , my first notebook that it was bougth six weeks ago , has great performance (PIII ,1_1 Ghz, 30 HD ,etc"""
456,5,"""Maybe should have 512 mb of RAM , but it is not great problem"""
457,4,"""It is a great system with a clear, bright and colorfull screen"""
458,4,"""It still looks killer with the DDR video memory though"""
459,4,"""I am sure that with an additionanl 256 (for a total of 512) MB of ram, it would perform much better"""
460,4,"""The 15 inch screen is impecable as sony always is"""
461,4,"""Loaded with features it is an expensive piece of hardware, but well worth it depending on your profession"""
462,4,"""I am an Application developer and have put this baby to work with no problems"""
463,4,"""---- UPDATE ----The system comes pre loaded with Trend Micro's PC Cillin antivirus"""
464,4,"""The real time virus protection was causing the copy to slow down and even bring the computer to its knees"""
465,4,"""---- UPDATE ----I added 256MB More to the laptop"""
466,4,"""Now it has 512MB of Ram and the system is working better and faster"""
467,4,"""I took out the hard drive and it is an IBM 4200 rpm drive"""
468,4,"""I had a Thinkpad T21 Pent III 750 with a 14' screen before"""
469,4,"""All in all I rate it a 4+With the added Memory it is a 5 star product"""
470,4,"""This Vaio is a terrific machine whose screen brightness surpasses all the other model of its same level as Compaq 2715, Tosh 5000 and HPzt series"""
471,4,"""Keyboard almost as good as the one of IBM Thinkpad"""
472,4,"""Sound very good"""
473,4,"""Should have at least 512mb of RAM"""
474,4,"""Battery, an acceptable 2:45 h"""
475,5,"""You can update the system ("""
476,4,"""OVERALL GOOD BLENDING OF' DESIGN' AND 'SOFTWARE'COLLECTIONS PRE-INSTALLED BY 'SONY'"""
477,4,"""But the modem is really bad"""
478,5,"""After spending a few hours with one, the most striking aspect of this technological marvel is its size: it is closer to a half inch than a full inch in width"""
479,5,"""(Wake up Dell)It's also the first time another new standard makes its debut: the 1_8-inch, Toshiba 20GB hard drive"""
480,5,"""The pointing device is smooth, almost like it was reading my mind, and the keyboard has that amazing Thinkpad feel"""
481,5,"""There is also a serious lack of USB ports"""
482,5,"""Despite its limitations, if what you are looking for is a very portable, solid notebook for word processing and music, this is for you"""
483,5,"""The only other exception (which still leaves me wondering) is the 725US max ram is 384, while the 715US is 512"""
484,5,"""Go figure the older model can take more ram than the newer"""
485,5,"""Excellent product that was built around high performance and moderate price range"""
486,5,"""The DVD plays fantastic and the CDRW had no problems burning music and files"""
487,5,"""The 4 1/2 make this a definite good laptop for home or business use and with it's high multimedia functions"""
488,5,"""the screen is slightly sharp, but still great"""
489,5,"""All the Compaq's stuff is in the right place, with a 3_5"" floppy drive & a PCMIA slot on one side, and the very acceptable DVD/CD-RW on the other"""
490,5,"""The processor is the very capable Athalon 1_4, every bit as good as the Intel PIII mobile"""
491,5,"""The 256K RAM needs to be doubled(there is controvery re: whether it will only take 384 or 512) and the 20 Meg hard drive is just adequate, but these are not major drawbacks"""
492,4,"""Ya,I've had the same problem with my 'Compaq Presario 700',what I do is 'remove and reinsert the battery',and it boots up like new"""
493,4,"""By removing and then reinserting the battery shuts down the 'Compaq',your laptop will and should go back to normal"""
494,4,"""Don't panick,'remove and reinsert the battery' located in the bottom, there's a switch that pops out the battery,be cool,very cool"""
495,5,"""There are four corner areas that you can program to do various features"""
496,5,"""The built-in SmartMedia and SecureDigital card readers are also a big help for my digital camera"""
497,5,"""I've turned the volume up to max and you get no distortion or tinny sounds"""
498,5,"""Once I got my unit out of the box I was floored with its slick design"""
499,5,"""Its 5400 RPM 40 gig storage is fast and spacious enough to handle huge multi megabyte files"""
500,5,"""Then archive your files by burning them in the build in CD-recorder (DVD/CDR)The keyboard feels solid and comfortable"""
501,5,""") and its ability to play CD's and DVD's even if the laptop is closed, doubling as a portable DVD/CD player"""
502,5,"""Unfortunately there are no legacy ports for people who would want to connect their old peripherals"""
503,5,"""Also it is quite heavy and larger than your typical notebook hence ""desktop replacement"" and not a truly portable computer"""
504,5,"""Another disappointment for me was its very short battery life (lasted less than 90 Mins on average for me)"""
505,5,"""For its price and specifications the Toshiba Satellite 5105-S607 is truly a fantastic value"""
506,4,"""The resolution of the screen (1600 x 1200) blows away the PowerBook I have and all current models"""
507,4,"""- The Wi-Fi capabilities might as well not be there"""
508,4,"""The bottom of the computer has a slot for some kind of 802_11/Bluetooth card"""
509,4,"""But I can't find the card(s) for sale at Toshiba"""
510,4,"""- The synaptics LCD touch pad is amusing but not well supported and will take some time to begin to use"""
